Domain,Temperature,MAE,RMSE,Pearson,Spearman,HelixContentError
1gqoB00,348,0.1155238397965671,0.1745500108773236,0.9023285387618528,0.904442767523485,0.0130781238963057
1gqoB00,379,0.1501972169244896,0.2174653740180462,0.8283763337466359,0.8501796871748042,0.0069947022674295
1gqoB00,413,0.1308842975206611,0.1876384165250238,0.888776395184022,0.894596301499304,0.032409903228085
1gqoB00,450,0.1123210425937698,0.1561292042468349,0.8721068971778776,0.8988770112787988,0.0036272515363424
1gwcA02,320,0.1812960813811877,0.236154053087759,0.863309931024725,0.8259251601563402,0.084776416648757
1gwcA02,348,0.1862306755498244,0.2404328298519533,0.8427563440168531,0.810815640144444,0.0896274804785443
1gwcA02,379,0.2331529479189053,0.2858642170067703,0.7990957824452293,0.8033920178820623,0.1494446593595529
1gwcA02,413,0.2121957160255032,0.2831489024882276,0.6909096794611792,0.7219008695352098,0.1137757719034315
1gwcA02,450,0.1369532184787009,0.1959966854535932,0.5473815910704006,0.7035093487100473,0.0034375105166792
1hf2A02,320,0.0305153421002477,0.0442861284033773,0.3349799369598431,0.2692654365418016,0.0305153421002477
1hf2A02,348,0.0342821612349914,0.0500197664378383,0.3008048711382109,0.2319065908583273,0.0342627215551743
1hf2A02,379,0.0516138745950066,0.0632810212274038,0.173504440110779,0.1472022419528134,0.0516138745950066
1hf2A02,413,0.0900475782079555,0.1048229827351109,0.0405979525803036,0.006238081624023,0.0900475782079555
1hf2A02,450,0.103476748618258,0.1209387776084166,-0.0337631300210953,-0.1410836304701879,0.1034683628740232
1hyoA01,320,0.1839570930544381,0.256617707729143,0.6809377956601418,0.6475877172260208,0.0318137123446857
1hyoA01,348,0.1655126486099937,0.2271333476887104,0.6650382907929541,0.7283719953495369,0.0315650308393671
1hyoA01,379,0.160450522928399,0.2104224651445038,0.6135402204617512,0.7540680380555874,0.0265674443550549
1hyoA01,413,0.0800263698936265,0.1028355741821098,0.8217815273332867,0.8204012228621438,0.0662539554840439
1hyoA01,450,0.130948243496916,0.1639857124066502,0.7980669113643866,0.866408532189771,0.1305497452400107
1ihvA00,320,0.0307692307692307,0.1028815599833876,,,0.0307692307692307
1ihvA00,348,0.0374156954156954,0.0993238999980008,0.0562330945311902,0.4919915705914675,0.0374156954156954
1ihvA00,379,0.0369230769230769,0.0939721726404643,,,0.0369230769230769
1ihvA00,413,0.0351612276612276,0.0677007388341742,-0.0671725430201235,0.1421405341984108,0.035040404040404
1ihvA00,450,0.0579736246138685,0.0735338120163372,0.5977326917850454,0.7105722731298876,0.0569666410824947
1j5sA02,320,0.2193071373071373,0.2922342679185616,0.7259264240133021,0.7720382296656166,0.0847252747252746
1j5sA02,348,0.2074949494949494,0.2650086857929844,0.7510886636641353,0.7909425834516381,0.0642923742923742
1j5sA02,379,0.197026418026418,0.2639748391177289,0.7524946198311795,0.7831730866904184,0.1204256854256854
1j5sA02,413,0.1454595404595404,0.2069197571709743,0.7489646108034738,0.7622058718997364,0.072099789099789
1j5sA02,450,0.0846883116883117,0.1012498925368445,0.8315964924093273,0.797286653828786,0.0437101787101787
1ji3A00,320,0.1814424658960741,0.2661025222462298,0.8411394531598358,0.7755149758896313,0.0758357804852649
1ji3A00,348,0.1886881443298969,0.2725877932231531,0.8107530945637234,0.7838504949263059,0.0717008486931167
1ji3A00,379,0.2007504800329165,0.2871862329679995,0.7901186841653616,0.779361300836524,0.0829803472238096
1ji3A00,413,0.179282807342814,0.2596472770653374,0.7808439173420709,0.743161886906061,0.0722272676337557
1ji3A00,450,0.1125313855408556,0.1723974696936689,0.7150704934136596,0.7564340307339796,0.0016824502517381
1lcsA00,320,0.1169715361212808,0.1805470171821993,0.2825582312104455,0.2618064299546755,0.0436381684112824
1lcsA00,348,0.1201974166754654,0.1830460383095128,0.2049550257209302,0.1471865544595284,0.0506041178333861
1lcsA00,379,0.1264871860980766,0.187410327512049,0.0456921821881696,0.1708222894996077,0.0585165781467539
1lcsA00,413,0.1105670482336752,0.1564398582317302,0.3143949566127827,0.4199699941957141,0.0560015166537474
1lcsA00,450,0.1069115545700911,0.1281819510447156,0.2136794221007922,0.2902287187943078,0.084779896526238
1lf6A02,320,0.2112425734564439,0.2835145505199423,0.8436355446589454,0.8423568867061012,0.0879858690128623
1lf6A02,348,0.2326750154607297,0.3089212453269246,0.8406903623615016,0.8456012236743702,0.1184548031333745
1lf6A02,379,0.2685052566481138,0.3576074415124133,0.7848061710535077,0.825025529561895,0.1544973716759431
1lf6A02,413,0.2897002937538652,0.3928636526064092,0.7050688371073627,0.7272556927635491,0.1805169294990724
1lf6A02,450,0.2777639404246547,0.3881997830646818,0.7083795873289785,0.7775917666187491,0.1887770820449392
1ll8A00,320,0.0997279815700868,0.1892466557757837,0.7718102306905126,0.7891576183902883,0.0544832535885167
1ll8A00,348,0.0755401101299689,0.1528151485541498,0.8247079014689567,0.8475123832658635,0.0270759693641593
